RecordingName,Transcription,Start,End,Emotion,category
Ses01F_impro06_F017,It was hot.[LIPSMACK],158.08,163.35,SADNESS,train
Ses01F_impro06_F018,Yeah.  It's huge.  Redlands is an old city so they have lots and lots of stones.,167.64,174.84,NEUTRAL STATE,train
Ses01F_impro06_F019,Yeah.,176.35,178.01,NEUTRAL STATE,train
Ses01F_impro06_F020,"It's weird.  Whenever I go back to town, I think of her.  I mean, it's like ... I mean we grew up together and she died when we were twenty one.  And yeah.  She had cancer, she had two brain tumors.",182.56,197.73,SADNESS,train
Ses01F_impro06_F021,"My best friend Heather.  She's got a- we have a- we built this like little--  There's a park, Prospect Park.  And there is like a garden section of it that we set up for her.",197.755,214.34,SADNESS,test
Ses01F_impro06_F022,She used to have these poetry parties on Memorial Day.,217.5,222.41,SADNESS,train
Ses01F_impro06_F023,Umm. Yeah.,223.52,227.55,SADNESS,test
Ses01F_impro06_F024,"And the last time before she died, I remember she couldn't really stand, umm...",229.08,235.98,SADNESS,train
Ses01F_impro06_F025,"But I mean she could, but it was- so it was kind of sitting at her feet holding her up and she had these poems she had memorized.  And I remember looking up, she had curly red hair and there was this palm tree right behind her and it was like a crown growing right out of her head.  It was cool.",237.53,256.48,SADNESS,train
Ses01F_impro06_F026,"Some, I guess.  She memorized this one, John Dunn, it's called, Death Be Not Proud. and-",266.55,275.31,SADNESS,validate
Ses01F_impro06_F027,"There's another one, I can't remember.",275.38,281.6,NEUTRAL STATE,test
Ses01F_impro06_F028,"I remember, too, when we were--  she died at U.C.L.A.  She had brain surgery and there was not much hope to begin with, but I gave blood for her surgery, her mom and I before, so we dropped her off in the waiting room and then we were giving blood and came back.  And she, in her wheelchair, like can hardly do anything, reciting her poetry for these people like in the waiting room.  All she needs is a God damn audience.  You know?",282.01,311.14,SADNESS,train
Ses01F_impro06_M000,"I'm sorry, Joy.",11.46,14.74,SADNESS,train
Ses01F_impro06_M001,Is there anything I can get you?  Do you want me to take care of anything for you or...?,18.49,24.91,NEUTRAL STATE,test
Ses01F_impro06_M002,...pick up anything?,25.12,26.56,NEUTRAL STATE,validate
Ses01F_impro06_M003,You know you are welcome to stay at my house if you want to just check out for a couple days and hang out.,28.97,35.02,SADNESS,validate
Ses01F_impro06_M004,Hmm.,56.17,57.49,NEUTRAL STATE,train
Ses01F_impro06_M005,Oh.  She was there?,86.96,88.63,NEUTRAL STATE,test
Ses01F_impro06_M006,Mmhmm.,107.78,109.27,NEUTRAL STATE,test
Ses01F_impro06_M007,Yeah.,125.47,127.19,SADNESS,test
Ses01F_impro06_M008,How long were you there for?,134.4,136.49,NEUTRAL STATE,train
Ses01F_impro06_M009,Mmhmm.,137.09,138.44,NEUTRAL STATE,train
Ses01F_impro06_M010,Oh really?,144.09,145.68,NEUTRAL STATE,test
Ses01F_impro06_M011,You ran through the sprinklers in the cemetery?,155.07,158.38,NEUTRAL STATE,validate
Ses01F_impro06_M012,Is it a big cemetery?,165.61,168.1,NEUTRAL STATE,test
Ses01F_impro06_M013,"Oh, so they're like really old too, really old ones?",174.39,177.15,NEUTRAL STATE,train
Ses01F_impro06_M014,Mmhmm.,219.73,221.03,NEUTRAL STATE,train
Ses01F_impro06_M015,Mmhmm.,255.35,257.31,NEUTRAL STATE,train
Ses01F_impro06_M016,So she wrote a lot of poetry?,262.99,266.175,NEUTRAL STATE,train
Ses01F_impro06_M017,Mmhmm.Mmhmm.Mmhmm.,308.24,310.01,SADNESS,train
Ses01F_impro07_F000,"Yes.  There's a big envelope it says, you're in. I know.",3.95,10.59,EXCITED,test
Ses01F_impro07_F001,So I have to move back to the ghetto but...I know.,11.36,16.5575,EXCITED,train
Ses01F_impro07_F002,"I'm really excited.  Yeah. I don't know how I'm going to pay for anything, but... I also- Yeah.  Loans, too, yeah. I applied, though, for a bunch of grants and scholarships so I'm still waiting to hear on that.",19.61,31.65,EXCITED,train
Ses01F_impro07_F003,"Oh- I know, I know, I know, I know.",32.52,34.9,EXCITED,validate
Ses01F_impro07_F004,"I don't know.  I spend so much time commuting as it is, I'd rather.",37.1625,42.49,EXCITED,train
Ses01F_impro07_F005,I know. We should throw a party.,42.955,45.885,EXCITED,validate
Ses01F_impro07_F006,"At Arapaho we could afford that. [GARBAGE]. Yeah.  So what are you doing this summer, though?  You're staying around, too, yeah?",46.28,55.41,EXCITED,train
Ses01F_impro07_F007,It's a relief too. I mean I was thinking I was going to have to pack up all of my stuff but yeah. Hooray for U.S.C.,63.02,72.75,EXCITED,train
Ses01F_impro07_F008,"Umm. It's...It's uhh...It's Critical Studies. It's a really prestigious program, so they say.",73.505,80.78,EXCITED,test
Ses01F_impro07_F009,Yeah.  I'm not sure.,81.0275,83.305,EXCITED,train
Ses01F_impro07_F010,Umm...P.h.D. [LAUGHTER],84.51,88.31,EXCITED,train
Ses01F_impro07_F011,"Um, yeah, yeah.  I'm a TA for two sessions. Mmhmm.",89.56,94.815,EXCITED,validate
Ses01F_impro07_F012,So I get to mold young minds. Mrs.?  That's my mother.,94.86,100.74,EXCITED,validate
Ses01F_impro07_F013,"I would be like- Oh. Right, right, right.",103.26,110.46,EXCITED,test
Ses01F_impro07_F014,"Yeah. Yeah I'm excited. Hooray.  And then I'll be a millionaire once I graduate, you understand? Because that's the way it works.",115.68,126.41,EXCITED,test
Ses01F_impro07_F015,Yeah.  Totally. [LAUGHTER],127.43,130.3175,EXCITED,test
Ses01F_impro07_F016,"I know. I made such a mess of it, the entire time.  The last three things I've done, I've ruined everything, I think. Mm-hmm.  Yeah.",133.3125,142.3625,EXCITED,validate
Ses01F_impro07_M000,Did you get the letter?,2.97,4.78,EXCITED,test
Ses01F_impro07_M001,Yeah. That is so awesome.,7.5325,11.96,EXCITED,train
Ses01F_impro07_M002,Oh my God. What are you going to do? [LAUGHTER],13.92,19.09,EXCITED,train
Ses01F_impro07_M003,"Oh-Yeah, I bet you're really excited. Oh.  That's what loans are for?  Right? Exactly.",20.68,28.06,EXCITED,test
Ses01F_impro07_M004,"Oh.  Good, good.  That's awesome. Are you going to stay around here?  Or are you going to like get a different neighborhood- you going to move to a different neighborhood?",30.915,38.81,EXCITED,train
Ses01F_impro07_M005,This is so- I am so happy that you're going to stay.  You're not going to...We should totally throw a party.,41.17,46.9975,EXCITED,validate
Ses01F_impro07_M006,A rapper party ho. Yeah. Okay.,47.11,52.8125,EXCITED,validate
Ses01F_impro07_M007,"I am just- Yeah.  I'm sticking around, I'm just doing my thing.  I'm living here.  I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo.",54.16,63.28,EXCITED,test
Ses01F_impro07_M008,Yeah.  Big time.,64.6275,67.24,EXCITED,test
Ses01F_impro07_M009,Mmhmm. Mmhmm. Yay. So what major?  What are you doing?,67.725,74.0325,EXCITED,validate
Ses01F_impro07_M010,"Oh, okay.",76.62,78.17,EXCITED,train
Ses01F_impro07_M011,Ooh. Fancy.,78.84,81.36,EXCITED,validate
Ses01F_impro07_M012,Is this a Masters or a P.h.D.?  Or can you...? Nice,82.6575,87.1025,NEUTRAL STATE,train
Ses01F_impro07_M013,"That's good.  Don't you have to like teach a class, too, when you do that?",87.5875,90.65,NEUTRAL STATE,validate
Ses01F_impro07_M014,"Teacher. Mrs. Nash, I have a question.",94.29,99.37,EXCITED,validate
Ses01F_impro07_M015,You have to get married.  Well you are married to Chuck.  You're Mrs. Nash.  Not to be confused with Mrs. Dash which is the popular seasoning.,99.9875,110.54,EXCITED,test
Ses01F_impro07_M016,"Mrs. Nash.  That's so awesome, though.",110.54,116.28,EXCITED,test
Ses01F_impro07_M017,Yay...School's fun.,116.28,119.8507,EXCITED,train
Ses01F_impro07_M018,"Of course, right.  That's where the real money is, being a student.",123.2575,128.04,NEUTRAL STATE,train
Ses01F_impro07_M019,That's how you get the big bucks.  Are you messing with the chair? Don't ruin it.,128.54,141.685,HAPPINESS,train
Ses01F_script01_1_F000,What's he going to say?,6.21,9.32,FRUSTRATION,validate
Ses01F_script01_1_F001,Maybe we should tell him before he sees it.,9.35,12.8955,FEAR,train
Ses01F_script01_1_F002,How could he see it?  I was the first one up; he was still in bed.,14.3063,19.5526,SURPRISE,train
Ses01F_script01_1_F003,When?,22.32,24.6667,FEAR,validate
Ses01F_script01_1_F004,What was he doing out here at four o clock in the morning?,35.3799,39.09,FRUSTRATION,train
Ses01F_script01_1_F005,"He's dreaming of him again, walking around.",40.02,44.9688,NEUTRAL STATE,train
Ses01F_script01_1_F006,It's getting to be just like after he died.  What's the meaning of that?,46.95,52.32,FRUSTRATION,train
Ses01F_script01_1_F007,What?,58.95,60.88,ANGER,train
Ses01F_script01_1_F008,What do you mean dishonest?,67.6,70.67,FRUSTRATION,train
Ses01F_script01_1_F009,What do you want to do?  Argue with him?,78.3648,81.5611,FRUSTRATION,train
Ses01F_script01_1_F010,You can't say that to him.,100.14,102.3482,FRUSTRATION,train
Ses01F_script01_1_F011,Where's the proof?  Do you have any proof?,104.29,108.7408,FRUSTRATION,train
Ses01F_script01_1_F012,"To you it is, to me it is, but to your father, you can talk yourself until you are blue in the face.  But there is no grave and there is no body, so where are you?",117.8228,129.51,FRUSTRATION,train
Ses01F_script01_1_F013,"It's that the trouble is those God damn newspapers.  Every month some new boy comes back and so the next one is going to be Larry, they just--",134.01,141.95,ANGER,train
Ses01F_script01_1_F014,Why?,150.27,152.6736,FRUSTRATION,train
Ses01F_script01_1_F015,"Well I got an idea, but what's your story?",156.1786,160.67,NEUTRAL STATE,validate
Ses01F_script01_1_F016,"Well that's only your business, Chris.",165.6573,169.559,ANGER,test
Ses01F_script01_1_F017,Well what do you want me to do?  You're old enough to know your own mind.,171.63,175.49,ANGER,train
Ses01F_script01_1_F018,Well you want to make sure that your father is not going to --,176.96,179.75,ANGER,validate
Ses01F_script01_1_F019,I'm just saying.,183.98,186.05,ANGER,test
Ses01F_script01_1_F020,Oh.  I ignore what I got to ignore.  That girl is Larry's girl.,194.06,198.91,FRUSTRATION,train
Ses01F_script01_1_F021,"From your father's point of view, he is not dead and- Chris he still thinks he's still alive.  The girl is Larry's girl.",205.16,215.17,FRUSTRATION,train
Ses01F_script01_1_F022,"Now you can go on from there if you know where to go, but I'm telling you, I don't know where to go.",219.04,223.82,FRUSTRATION,train
Ses01F_script01_1_F023,"You're a considerate fellow, there's nothing wrong in that.",235.2,238.56,FRUSTRATION,train
Ses01F_script01_1_F024,I just don't see why.  Have you asked Annie yet?,241.3769,245.1904,FRUSTRATION,validate
Ses01F_script01_1_F025,Well how do you know she's going to marry you?  Maybe she feels the same way your father does.,246.8,251.4508,FRUSTRATION,validate
Ses01F_script01_1_F026,The trouble is you don't see enough women.  You never did.,266.83,270.73,FRUSTRATION,validate
Ses01F_script01_1_F027,Why does it have to be Annie?,274.1997,277.21,FRUSTRATION,validate
Ses01F_script01_1_F028,Oh that's a great reason.  It's no reason at all.,278.15,282.59,FRUSTRATION,validate
Ses01F_script01_1_F029,"You haven't seen her since you went away to war, it's been five years.",282.73,286.92,FRUSTRATION,train
Ses01F_script01_1_F030,I don't want a diagram.,299.31,302.195,FRUSTRATION,train
Ses01F_script01_1_F031,He thinks he's coming back Chris.,304.23,308.98,FRUSTRATION,train
Ses01F_script01_1_F032,"You marry that girl, you are pronouncing him dead...",309.04,312.7098,FRUSTRATION,validate
Ses01F_script01_1_F033,...and then what's that going to do to your father?  Do you know?  I don't.,312.74,318.2648,FRUSTRATION,validate
Ses01F_script01_1_F034,Just give it some more thought.,323.3348,326.075,NEUTRAL STATE,test
Ses01F_script01_1_F035,What the hell is this?,341.97,344.8052,ANGER,train
Ses01F_script01_1_F037,You have a business here.  What the hell is this?,356.4,359.87,ANGER,validate
Ses01F_script01_1_F038,Oh.  Must you be inspired?,361.81,364.61,ANGER,train
Ses01F_script01_1_F039,You mean to tell me that you would leave the business over this?,382.6,387.97,FRUSTRATION,train
Ses01F_script01_1_F040,Well you don't want to think like that.,389.54,392.9042,FRUSTRATION,train
Ses01F_script01_1_F041,"All right.  But you don't want to think like that because what the hell are we working for, Chris?  It's all for you.  This whole shooting match is for you.",394.91,404.69,ANGER,validate
Ses01F_script01_1_F042,Just don't think like that.,406.39,409.46,ANGER,train
Ses01F_script01_1_F043,"I don't understand you, do I?",412.7875,416.2484,FRUSTRATION,train
Ses01F_script01_1_F044,I can see that.,420.35,423.2141,FRUSTRATION,train
Ses01F_script01_1_M000,He saw it.,11.9892,15.1219,NEUTRAL STATE,train
Ses01F_script01_1_M001,He was out here when it broke.,19.0456,22.3962,NEUTRAL STATE,train
Ses01F_script01_1_M002,Four o clock this morning.  I heard a crack and I woke up and looked out.  He was standing right over there when it cracked.,24.8,35.9971,NEUTRAL STATE,train
Ses01F_script01_1_M003,I don't know.,38.66,40.53,NEUTRAL STATE,validate
Ses01F_script01_1_M004,I guess he is.,44.55,47.23,NEUTRAL STATE,validate
Ses01F_script01_1_M005,"I don't know the meaning of it.  But I know one thing, Mom, you've made a terrible mistake with father.",51.43,59.55,FRUSTRATION,train
Ses01F_script01_1_M006,"Being dishonest with him, you know.  This kind of thing always pays off and it's paying off.",62.1628,68.25,FRUSTRATION,train
Ses01F_script01_1_M007,You know Larry is not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,70.0764,78.8718,NEUTRAL STATE,validate
Ses01F_script01_1_M008,I don't want to argue but it's time he realized that nobody believes Larry is alive.,81.4068,89.4307,FRUSTRATION,train
Ses01F_script01_1_M009,"You know?  Why shouldn't he walk the nights thinking of him, dreaming of him?   Do we contradict him?  Do we say, we don't have any hope anymore?  That we haven't had any hope for years now?",89.7172,101.38,FRUSTRATION,test
Ses01F_script01_1_M010,We've got to say it to him.,102.1,104.72,NEUTRAL STATE,validate
Ses01F_script01_1_M011,"For God's sake, three years?  Nobody comes back after three years; that's insane.",108.1897,118.47,FRUSTRATION,validate
Ses01F_script01_1_M012,"Sit down, Mom.  I want to talk to you.",130.76,134.59,NEUTRAL STATE,train
Ses01F_script01_1_M013,"All right, all right, all right.  You know why I asked Annie here, right?",141.05,149.75,FRUSTRATION,validate
Ses01F_script01_1_M014,You know.,153.886,155.8699,NEUTRAL STATE,train
Ses01F_script01_1_M015,I'm going to ask her to marry me.,161.998,165.3487,NEUTRAL STATE,train
Ses01F_script01_1_M016,You know it's not just my business.,169.7574,172.18,NEUTRAL STATE,test
Ses01F_script01_1_M017,"So all right then, I'll just go ahead with it?",174.7833,177.72,NEUTRAL STATE,train
Ses01F_script01_1_M018,Then it's not just my business.,179.28,181.9475,FRUSTRATION,train
Ses01F_script01_1_M019,"You know sometimes you infuriate me.  you know that?  Isn't it your business if I tell father and he throws a fit about it?  God, you have such a talent for ignoring things.",185.03,195.28,ANGER,train
Ses01F_script01_1_M020,She's not Larry's girl.,197.6,199.7475,FRUSTRATION,test
Ses01F_script01_1_M021,"I don't know why it is, but every time I reach out for something I have to pull back because I am afraid other people will suffer. My whole bloody life, time after time.",224.7,236.05,FRUSTRATION,train
Ses01F_script01_1_M022,To hell with that.,237.8,240.429,FRUSTRATION,test
Ses01F_script01_1_M023,I wanted to get this settled first.,245.2786,247.57,NEUTRAL STATE,train
Ses01F_script01_1_M024,"Well if she does, then that's it.  That's the end of it.  From her letters, though, I think she's pretty much forgotten him.",251.2965,261.05,NEUTRAL STATE,train
Ses01F_script01_1_M025,And then we'll thrash it out with father.  Okay Mom?  Don't avoid me.,262.65,267.2119,NEUTRAL STATE,test
Ses01F_script01_1_M026,So what.  I'm not fast with women.,269.73,274.6626,FRUSTRATION,test
Ses01F_script01_1_M027,Because it is.,276.24,278.3659,FRUSTRATION,train
Ses01F_script01_1_M028,I don't know.,281.57,283.89,FRUSTRATION,train
Ses01F_script01_1_M029,"I can't help it, I know her best.  I was brought up next door to her, you know?  These years when I think of someone for my wife, I think of Annie.",285.96,296.03,FRUSTRATION,train
Ses01F_script01_1_M030,"Mom, what do you want?  A diagram?",297,300.07,FRUSTRATION,train
Ses01F_script01_1_M031,"All right, then, Mom. [BREATHING]",318.2868,321.98,FRUSTRATION,train
Ses01F_script01_1_M032,"I've given it three years of thought.  And I'd hope that if I waited, father would forget about Larry and then we could just have a regular wedding and everyone would be happy.",325.73,336.5389,FRUSTRATION,train
Ses01F_script01_1_M033,"But if I can't do that here, I may have to go somewhere else.",336.7373,342.3143,FRUSTRATION,validate
Ses01F_script01_1_M034,"I'll get out.  I'll get married and I'll move somewhere else, maybe New York.",344.4966,350.15,NEUTRAL STATE,train
Ses01F_script01_1_M035,"I've been a good son for too long, a good sucker.",352.1016,356.88,FRUSTRATION,validate
Ses01F_script01_1_M036,The business?  The business doesn't inspire me.,359.03,362.82,FRUSTRATION,validate
